SITECODE,SYEAR,PLOTPID,PLOTTYPE,FIELDNAME,VALUE
T01,1993,273,S,VEG_SPEC,959
T01,1993,273,S,VEG_SPEC,990
T01,1993,273,S,VEG_SPEC,1065
T01,1993,273,S,VEG_SPEC,1095
T01,1993,273,S,VEG_SPEC,1136
T01,1993,273,S,VEG_SPEC,1143
T01,1993,273,S,VEG_SPEC,1293
T01,1993,273,S,VEG_SPEC,2982
T01,1993,273,S,VEG_SPEC,4319
T01,1993,274,S,Q1,141
T01,1993,274,S,VEG_SPEC,122
T01,1993,274,S,VEG_SPEC,796
T01,1993,274,S,VEG_SPEC,990
T01,1993,275,S,Q1,141
T01,1993,275,S,VEG_SPEC,122
T01,1993,275,S,VEG_SPEC,158
T01,1993,275,S,VEG_SPEC,796
T01,1993,275,S,VEG_SPEC,960
T01,1993,275,S,VEG_SPEC,981
T01,1993,275,S,VEG_SPEC,990
T01,1993,276,S,Q1,141
T01,1993,276,S,VEG_SPEC,796
T01,1993,276,S,VEG_SPEC,981
T01,1993,276,S,VEG_SPEC,990
T01,1993,276,S,VEG_SPEC,1298
T01,1993,277,S,Q1,141
T01,1993,277,S,VEG_SPEC,796
T01,1993,277,S,VEG_SPEC,981
T01,1993,277,S,VEG_SPEC,990
T01,1993,278,S,Q1,141
T01,1993,278,S,VEG_SPEC,796
T01,1993,278,S,VEG_SPEC,981
T01,1993,278,S,VEG_SPEC,990
T01,1993,279,S,Q1,141
T01,1993,279,S,VEG_SPEC,122
T01,1993,279,S,VEG_SPEC,796
T01,1993,279,S,VEG_SPEC,960
T01,1993,279,S,VEG_SPEC,990
T01,1993,307,S,Q1,142
T01,1993,307,S,VEG_SPEC,796
T01,1993,307,S,VEG_SPEC,981
T01,1993,307,S,VEG_SPEC,990
T01,1993,331,S,VEG_SPEC,118
T01,1993,331,S,VEG_SPEC,445
T01,1993,331,S,VEG_SPEC,576
T01,1993,331,S,VEG_SPEC,605
T01,1993,331,S,VEG_SPEC,796
T01,1993,331,S,VEG_SPEC,884
T01,1993,331,S,VEG_SPEC,990
T01,1993,331,S,VEG_SPEC,1122
T01,1993,331,S,VEG_SPEC,1136
T01,1993,331,S,VEG_SPEC,1148
T01,1993,331,S,VEG_SPEC,1272
T01,1993,331,S,VEG_SPEC,1337
T01,1993,331,S,VEG_SPEC,3046
T01,1993,331,S,VEG_SPEC,4319
T01,1993,358,S,Q1,141
T01,1993,358,S,VEG_SPEC,122
T01,1993,358,S,VEG_SPEC,262
T01,1993,358,S,VEG_SPEC,264
T01,1993,358,S,VEG_SPEC,445
T01,1993,358,S,VEG_SPEC,465
T01,1993,358,S,VEG_SPEC,605
T01,1993,358,S,VEG_SPEC,796
T01,1993,358,S,VEG_SPEC,960
T01,1993,358,S,VEG_SPEC,981
T01,1993,358,S,VEG_SPEC,990
T01,1993,358,S,VEG_SPEC,1136
T01,1993,358,S,VEG_SPEC,1368
T01,1993,359,S,Q1,141
T01,1993,359,S,VEG_SPEC,465
T01,1993,359,S,VEG_SPEC,684
T01,1993,359,S,VEG_SPEC,796
T01,1993,359,S,VEG_SPEC,981
T01,1993,359,S,VEG_SPEC,1298
T01,1993,390,S,Q1,141
T01,1993,390,S,VEG_SPEC,796
T01,1993,390,S,VEG_SPEC,981
T01,1993,390,S,VEG_SPEC,990
T01,1993,391,S,Q1,141
T01,1993,391,S,VEG_SPEC,796
T01,1993,391,S,VEG_SPEC,981
T01,1993,391,S,VEG_SPEC,1298
T01,1993,393,S,Q1,141
T01,1993,393,S,VEG_SPEC,684
T01,1993,393,S,VEG_SPEC,796
T01,1993,393,S,VEG_SPEC,990
T01,1993,394,S,Q1,141
T01,1993,394,S,VEG_SPEC,684
T01,1993,394,S,VEG_SPEC,796
T01,1993,394,S,VEG_SPEC,990
T01,1993,395,S,Q1,141
T01,1993,395,S,VEG_SPEC,122
T01,1993,395,S,VEG_SPEC,298
T01,1993,395,S,VEG_SPEC,796
T01,1993,395,S,VEG_SPEC,959
T01,1993,395,S,VEG_SPEC,990
T01,1993,395,S,VEG_SPEC,1059
T01,1993,395,S,VEG_SPEC,1272
T01,1993,395,S,VEG_SPEC,1350
T01,1993,395,S,VEG_SPEC,2982
T01,1993,426,S,Q1,141
T01,1993,426,S,VEG_SPEC,684
T01,1993,426,S,VEG_SPEC,796
T01,1993,426,S,VEG_SPEC,981
T01,1993,426,S,VEG_SPEC,990
T01,1993,426,S,VEG_SPEC,1298
T01,1993,427,S,Q1,141
T01,1993,427,S,VEG_SPEC,122
T01,1993,427,S,VEG_SPEC,796
T01,1993,427,S,VEG_SPEC,981
T01,1993,427,S,VEG_SPEC,990
T01,1993,427,S,VEG_SPEC,1298
T01,1993,428,S,Q1,141
T01,1993,428,S,VEG_SPEC,796
T01,1993,428,S,VEG_SPEC,981
T01,1993,428,S,VEG_SPEC,990
T01,1993,428,S,VEG_SPEC,1298
T01,1993,429,S,Q1,141
T01,1993,429,S,VEG_SPEC,122
T01,1993,429,S,VEG_SPEC,465
T01,1993,429,S,VEG_SPEC,796
T01,1993,429,S,VEG_SPEC,981
T01,1993,429,S,VEG_SPEC,990
T01,1993,429,S,VEG_SPEC,2982
T01,1993,430,S,Q1,136
T01,1993,431,S,Q1,141
T01,1993,431,S,VEG_SPEC,465
T01,1993,431,S,VEG_SPEC,796
T01,1993,431,S,VEG_SPEC,988
T01,1993,431,S,VEG_SPEC,990
T01,1993,431,S,VEG_SPEC,4319
T01,1993,461,S,Q1,141
T01,1993,461,S,VEG_SPEC,684
T01,1993,461,S,VEG_SPEC,796
T01,1993,461,S,VEG_SPEC,981
T01,1993,461,S,VEG_SPEC,990
T01,1993,461,S,VEG_SPEC,1298
T01,1993,462,S,Q1,141
T01,1993,462,S,VEG_SPEC,122
T01,1993,462,S,VEG_SPEC,684
T01,1993,462,S,VEG_SPEC,796
T01,1993,462,S,VEG_SPEC,981
T01,1993,462,S,VEG_SPEC,990
T01,1993,462,S,VEG_SPEC,1298
T01,1993,463,S,Q1,141
T01,1993,463,S,VEG_SPEC,122
T01,1993,463,S,VEG_SPEC,796
T01,1993,463,S,VEG_SPEC,981
T01,1993,463,S,VEG_SPEC,990
T01,1993,463,S,VEG_SPEC,1298
T01,1993,465,S,Q1,141
T01,1993,465,S,VEG_SPEC,122
T01,1993,465,S,VEG_SPEC,684
T01,1993,465,S,VEG_SPEC,796
T01,1993,491,S,Q1,141
T01,1993,491,S,VEG_SPEC,684
T01,1993,491,S,VEG_SPEC,796
T01,1993,491,S,VEG_SPEC,981
T01,1993,491,S,VEG_SPEC,990
T01,1993,491,S,VEG_SPEC,1298
T01,1993,492,S,Q1,141
T01,1993,492,S,VEG_SPEC,118
T01,1993,492,S,VEG_SPEC,122
T01,1993,492,S,VEG_SPEC,796
T01,1993,492,S,VEG_SPEC,981
T01,1993,492,S,VEG_SPEC,988
T01,1993,492,S,VEG_SPEC,990
T01,1993,492,S,VEG_SPEC,1298
T01,1993,493,S,Q1,141
T01,1993,493,S,VEG_SPEC,684
T01,1993,493,S,VEG_SPEC,796
T01,1993,493,S,VEG_SPEC,981
T01,1993,493,S,VEG_SPEC,990
T01,1993,494,S,Q1,141
T01,1993,494,S,VEG_SPEC,684
T01,1993,494,S,VEG_SPEC,796
T01,1993,494,S,VEG_SPEC,981
T01,1993,494,S,VEG_SPEC,990
T01,1993,495,S,Q1,141
T01,1993,495,S,VEG_SPEC,796
T01,1993,495,S,VEG_SPEC,981
T01,1993,495,S,VEG_SPEC,988
T01,1993,495,S,VEG_SPEC,990
T01,1993,496,S,Q1,141
T01,1993,496,S,VEG_SPEC,122
T01,1993,496,S,VEG_SPEC,796
T01,1993,496,S,VEG_SPEC,960
T01,1993,496,S,VEG_SPEC,990
T01,1993,496,S,VEG_SPEC,1350
T01,1993,496,S,VEG_SPEC,2982
T01,1993,519,S,VEG_SPEC,118
T01,1993,519,S,VEG_SPEC,281
T01,1993,519,S,VEG_SPEC,521
T01,1993,519,S,VEG_SPEC,605
T01,1993,519,S,VEG_SPEC,661
T01,1993,519,S,VEG_SPEC,956
T01,1993,519,S,VEG_SPEC,1368
T01,1993,520,S,Q1,141
T01,1993,520,S,VEG_SPEC,122
T01,1993,520,S,VEG_SPEC,465
T01,1993,520,S,VEG_SPEC,796
T01,1993,520,S,VEG_SPEC,981
T01,1993,520,S,VEG_SPEC,990
T01,1993,520,S,VEG_SPEC,1298
T01,1993,521,S,Q1,141
T01,1993,521,S,VEG_SPEC,122
T01,1993,521,S,VEG_SPEC,684
T01,1993,521,S,VEG_SPEC,796
T01,1993,521,S,VEG_SPEC,959
T01,1993,521,S,VEG_SPEC,981
T01,1993,521,S,VEG_SPEC,990
T01,1993,521,S,VEG_SPEC,1298
T01,1993,522,S,Q1,141
T01,1993,522,S,VEG_SPEC,684
T01,1993,522,S,VEG_SPEC,796
T01,1993,522,S,VEG_SPEC,981
T01,1993,523,S,Q1,141
T01,1993,523,S,VEG_SPEC,796
T01,1993,523,S,VEG_SPEC,981
T01,1993,523,S,VEG_SPEC,990
T01,1993,524,S,Q1,141
T01,1993,524,S,VEG_SPEC,118
T01,1993,524,S,VEG_SPEC,122
T01,1993,524,S,VEG_SPEC,158
T01,1993,524,S,VEG_SPEC,685
T01,1993,524,S,VEG_SPEC,796
T01,1993,524,S,VEG_SPEC,959
T01,1993,524,S,VEG_SPEC,974
T01,1993,524,S,VEG_SPEC,981
T01,1993,524,S,VEG_SPEC,988
T01,1993,524,S,VEG_SPEC,990
T01,1993,524,S,VEG_SPEC,1143
T01,1993,524,S,VEG_SPEC,1350
T01,1993,524,S,VEG_SPEC,2982
T01,1993,537,S,VEG_SPEC,118
T01,1993,537,S,VEG_SPEC,123
T01,1993,537,S,VEG_SPEC,262
T01,1993,537,S,VEG_SPEC,415
T01,1993,537,S,VEG_SPEC,433
T01,1993,537,S,VEG_SPEC,796
T01,1993,537,S,VEG_SPEC,990
T01,1993,537,S,VEG_SPEC,1065
T01,1993,537,S,VEG_SPEC,1136
T01,1993,537,S,VEG_SPEC,1187
T01,1993,537,S,VEG_SPEC,1368
T01,1993,537,S,VEG_SPEC,1695
T01,1993,537,S,VEG_SPEC,3065
T01,1993,548,S,VEG_SPEC,118
T01,1993,548,S,VEG_SPEC,120
T01,1993,548,S,VEG_SPEC,684
T01,1993,548,S,VEG_SPEC,796
T01,1993,548,S,VEG_SPEC,981
T01,1993,548,S,VEG_SPEC,990
T01,1993,548,S,VEG_SPEC,2982
T01,1993,549,S,VEG_SPEC,684
T01,1993,549,S,VEG_SPEC,796
T01,1993,549,S,VEG_SPEC,981
T01,1993,549,S,VEG_SPEC,990
T01,1993,549,S,VEG_SPEC,1298
T01,1993,550,S,VEG_SPEC,290
T01,1993,550,S,VEG_SPEC,684
T01,1993,550,S,VEG_SPEC,796
T01,1993,550,S,VEG_SPEC,981
T01,1993,550,S,VEG_SPEC,988
T01,1993,550,S,VEG_SPEC,990
T01,1993,550,S,VEG_SPEC,1298
T01,1993,550,S,VEG_SPEC,4319
T01,1993,552,S,Q1,141
T01,1993,552,S,VEG_SPEC,122
T01,1993,552,S,VEG_SPEC,796
T01,1993,552,S,VEG_SPEC,959
T01,1993,552,S,VEG_SPEC,981
T01,1993,552,S,VEG_SPEC,990
T01,1993,552,S,VEG_SPEC,2982
T01,1993,577,S,VEG_SPEC,796
T01,1993,577,S,VEG_SPEC,960
T01,1993,577,S,VEG_SPEC,981
T01,1993,577,S,VEG_SPEC,990
T01,1993,580,S,Q1,141
T01,1993,580,S,VEG_SPEC,122
T01,1993,580,S,VEG_SPEC,465
T01,1993,580,S,VEG_SPEC,796
T01,1993,580,S,VEG_SPEC,981
T01,1993,580,S,VEG_SPEC,988
T01,1993,580,S,VEG_SPEC,990
T01,1993,580,S,VEG_SPEC,1143
T01,1993,580,S,VEG_SPEC,1298
T01,1993,580,S,VEG_SPEC,2982
T01,1993,581,S,Q1,141
T01,1993,581,S,VEG_SPEC,122
T01,1993,581,S,VEG_SPEC,290
T01,1993,581,S,VEG_SPEC,465
T01,1993,581,S,VEG_SPEC,684
T01,1993,581,S,VEG_SPEC,796
T01,1993,581,S,VEG_SPEC,974
T01,1993,581,S,VEG_SPEC,981
T01,1993,581,S,VEG_SPEC,988
T01,1993,581,S,VEG_SPEC,990
T01,1993,581,S,VEG_SPEC,1272
T01,1993,581,S,VEG_SPEC,1298
T01,1993,581,S,VEG_SPEC,2982
T01,1993,581,S,VEG_SPEC,4319
T01,1993,603,S,Q1,142
T01,1993,603,S,VEG_SPEC,796
T01,1993,603,S,VEG_SPEC,981
T01,1993,603,S,VEG_SPEC,990
T01,1993,604,S,Q1,142
T01,1993,604,S,VEG_SPEC,796
T01,1993,604,S,VEG_SPEC,981
T01,1993,604,S,VEG_SPEC,990
